醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5931017752,泓泰藥局,新北市板橋區館前西路１４０號２樓,121.4563,25.0081,(02)29686559,羅氏家用新冠病毒抗原自我檢測套組,109,2022/05/13 10:26:02,無
5931017789,明翠藥局,新北市板橋區四維路１４６、１４８號１、２樓,121.4651,25.02555,(02)22550201,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5931017814,順儷新板藥局,新北市板橋區漢生東路１８７號１樓,121.4698,25.01181,(02)29512590,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,5／12快篩早上9點販售
5931017869,躍獅國慶藥局,新北市板橋區國慶路１７９號（１樓）,121.4626,24.99636,(02)29641548,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天14:00開始販售，售完為止
5931017967,曉品中西藥局,新北市板橋區貴興路２４號（１樓）,121.4575,25.00389,(02)29586990,羅氏家用新冠病毒抗原自我檢測套組,60,2022/05/13 10:26:02,無
5931017976,豐禾藥局,新北市板橋區中山路１段２７９號１樓,121.4696,25.0142,(02)89516666,羅氏家用新冠病毒抗原自我檢測套組,13,2022/05/13 10:26:02,快篩試劑販售時間為上午9:00~10:30，下午3:00~4:30。若上午售完，下午即停止販售。
5931018099,廣品藥局,新北市板橋區漢生西路８２號（１樓）,121.4628,25.01934,(02)22576880,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,實名制快篩 周一~周五下午16；00發放 週六.日 早上09；30發放 請勿打電話詢問 感謝配合
5931018106,力安藥局,新北市板橋區莒光路１９６巷８號（１樓）,121.4738,25.02255,(02)22503349,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/13 10:26:02,快篩實名制，早上9點依現場順序開始販售快篩，售完為止。
5931020562,力健藥局,新北市三重區自強路３段３８號,121.4868,25.07266,(02)29856255,羅氏家用新冠病毒抗原自我檢測套組,29,2022/05/13 10:26:02,無
5931020688,厚德藥局,新北市三重區大智街１７５號１樓,121.4898,25.07265,(02)29717277,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,防疫口罩於早上0830發放，售完為止
5931020697,建興藥局,新北市三重區三民街１０５號,121.4852,25.06355,(02)29888757,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,5／9實名制快篩早上九點.自備零錢
5931020795,杜廣德藥師藥局,新北市三重區大智街５３號,121.4928,25.06775,(02)29843152,羅氏家用新冠病毒抗原自我檢測套組,98,2022/05/13 10:26:02,防疫快篩代售時間 5／8無配送快篩 請勿排隊
5931020820,三民藥師藥局,新北市三重區三民街１３４號,121.4828,25.06503,(02)29829328,羅氏家用新冠病毒抗原自我檢測套組,11,2022/05/13 10:26:02,實名制快篩9點發號碼牌，11點後領取，門口有貼領取流程 感謝
5931020848,吳廣隆藥局,新北市三重區長壽西街５－１號,121.498,25.06765,(02)29715020,羅氏家用新冠病毒抗原自我檢測套組,65,2022/05/13 10:26:02,每天下午2點開始販售防疫口罩
5931020866,裕福藥局,新北市三重區長壽西街１４４號,121.4939,25.06661,(02)29831769,羅氏家用新冠病毒抗原自我檢測套組,32,2022/05/13 10:26:02,快篩代售等貨到才販售；現場排隊
5931020991,久洲藥局,新北市三重區長元街５１－９號,121.5009,25.06616,(02)29783515,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/13 10:26:02,快篩八點半發號碼牌售完為止
5931021014,鴻成藥局,新北市三重區同安街１１３號,121.4943,25.0564,(02)29727025,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,無
5931021167,禮隆藥局,新北市三重區自強路４段６４號,121.4901,25.07853,(02)29894735,羅氏家用新冠病毒抗原自我檢測套組,30,2022/05/13 10:26:02,快篩試劑早上九點開始發號碼牌，發完為止
5931021452,家福藥局,新北市三重區仁愛街６８２號,121.4817,25.08026,(02)22877692,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,實名制快篩販售時間:AM9:00，售完為止，星期天公休。請自備零錢
5931021532,龍門藥局,新北市三重區龍門路１８９號,121.4996,25.07322,(02)29756141,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,實名制快篩販售時間~星期一至星期六下午3點
5931023018,重德藥局,新北市三重區正義北路２４６號２樓,121.496,25.06827,(02)89816164,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,無
5931023349,迪化藥局,新北市三重區中華路７７號,121.4836,25.06267,(02)29834445,羅氏家用新冠病毒抗原自我檢測套組,41,2022/05/13 10:26:02,實名制快篩每日早上九點發牌號／週日食藥署暫停供應快篩
5931023447,安泰藥局,新北市三重區正義北路３００－３號２樓,121.4953,25.06978,(02)89815379,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,5／2只有早上8:30--12:00營業下午.及晚上休息
5931023527,德慈藥局,新北市三重區重新路３段１６號１樓,121.4951,25.06138,(02)29736693,羅氏家用新冠病毒抗原自我檢測套組,73,2022/05/13 10:26:02,快篩試劑販售時間自每日13:00開始
5931024097,義榮藥局,新北市三重區三和路２段１４２號１樓,121.4995,25.06825,(02)29727598,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/13 10:26:02,快篩早上09:10發放10:00發完結束 每周日公休停止發放
5931024355,天賜藥局,新北市三重區自強路１段８５號１樓,121.4961,25.06658,(02)29856852,羅氏家用新冠病毒抗原自我檢測套組,36,2022/05/13 10:26:02,每周日固定公休； 早上9:00販售實名制快篩
5931024373,予康藥局,新北市三重區文化北路１９８號１樓,121.498,25.06794,(02)89858789,羅氏家用新冠病毒抗原自我檢測套組,80,2022/05/13 10:26:02,（星期日休息） 快篩14:30開始
5931024426,甜心健康生活藥局,新北市三重區福祉里集美街４５號１樓,121.488,25.05542,(02)29762223,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,無
5931024499,信承藥局,新北市三重區信義西街４４號１樓,121.498,25.06459,(02)29866476,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,早上9:30快篩開賣 現場排隊為主 周日公休
5931024588,陽光藥師藥局,新北市三重區三和路２段１８２號１樓,121.4987,25.06886,(02)29788120,羅氏家用新冠病毒抗原自我檢測套組,101,2022/05/13 10:26:02,無
5931024695,仁華藥局,新北市三重區五華街７３－１號１樓,121.4924,25.08295,(02)29806161,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/13 10:26:02,每天早上十點發放
5931024784,中華健保藥局,新北市三重區中華路９５號,121.4836,25.0631,(02)29813155,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,每天下午3點半開始販賣實名制快篩
5931024908,力行德榮藥局,新北市三重區力行路２段１７０號１樓,121.483,25.07699,(02)22867170,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,星期一到星期五早上08:30.星期六.日中午12:10.
5931024962,建祥三和藥局,新北市三重區三和路２段１６０號１樓,121.4992,25.06853,(02)29703379,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/13 10:26:02,實名制快篩10:00發放號碼牌
5931024971,欽勝藥局,新北市三重區重陽路４段６號２樓,121.4906,25.06894,(02)29857389,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,販售快篩需現場排隊，無預約無號碼牌，販售時間15:00。
5931025290,康新藥局,新北市三重區正義北路１８５號２樓,121.4964,25.06783,(02)29865982,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/13 10:26:02,實名制代售時段：下午2點到4點。請自備零錢，恕不找零。.
5931025398,昌誠藥局,新北市三重區三和路４段１６１號１樓,121.4835,25.0785,(02)22876338,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,5／2 （休診）
5931025549,吉康健保藥局,新北市三重區三民街２７９號１樓,121.4791,25.06821,(02)89810122,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,早上9點開始販售
5931025567,閎安藥局,新北市三重區重新路２段８５號１樓、２樓,121.4962,25.06181,(02)29881968,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,快篩代售時間:每日14:00發號碼牌（以在場者為主），15:00發快篩，當日領取至21:00
5931025610,大樹三重藥局,新北市三重區正義北路６６號１樓,121.4972,25.06415,(02)29713188,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5931025745,恆源藥局,新北市三重區仁興街２８巷４１號１樓,121.4982,25.07515,(02)29765002,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/13 10:26:02,國定假日有提供調劑業務
5931025781,芯慈藥局,新北市三重區永安北路２段１０５號１樓,121.4831,25.08392,(02)28570670,羅氏家用新冠病毒抗原自我檢測套組,16,2022/05/13 10:26:02,國定假日有提供藥劑服務
5931025825,美康中正北藥局,新北市三重區中正北路１４９號１樓２樓,121.4826,25.06755,(02)29882836,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,無
5931025843,專品先嗇宮藥局,新北市三重區光復路１段４７號１樓,121.4722,25.04874,(02)85124658,羅氏家用新冠病毒抗原自我檢測套組,53,2022/05/13 10:26:02,國定假日有提供藥劑業務
5931025898,新宜安中西藥局,新北市三重區三陽路３０號１樓,121.4854,25.05867,(02)29883693,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,【實名制快篩試劑】依每日物流到貨狀況，請加LINE ID：「@692qferj」或FB：新宜安中西藥局公告告知。
5931025914,仁美藥局,新北市三重區慈愛街５１號１、２樓,121.4861,25.07908,(02)22805150,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5931025996,信義忠孝藥局,新北市三重區忠孝路２段４０號１樓,121.4854,25.07056,(02)89813529,羅氏家用新冠病毒抗原自我檢測套組,80,2022/05/13 10:26:02,早上8:30發放號碼牌 自備500+健保卡 12:00以後領取快篩歸還健保卡
5931026000,佑全三重正義藥局,新北市三重區正義北路２０７號１、２樓、２０９號１、２樓,121.4962,25.06846,(02)29815341,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,快篩試劑14:00開賣，13:30排隊，13:50發號碼牌。
5931026028,宏欣藥局,新北市三重區仁愛街５１７號２樓,121.4878,25.08227,(02)29811234,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,一~五16:00，日09:30，六不發
5931026073,重陽藥局,新北市三重區重陽路４段３６、３８號１樓,121.4913,25.06975,(02)29880456,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5931026091,重新藥局,新北市三重區重新路４段１２號１樓,121.4888,25.05775,(02)29742700,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5931030013,皇誼藥局,新北市永和區文化路３３號,121.5147,25.01499,(02)29278732,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,無
5931030317,聖英藥局,新北市永和區福和路５５－１號,121.5231,25.00789,(02)29293613,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,無
5931032099,德和便利藥局,新北市永和區得和路１９４號１樓,121.5201,24.99963,(02)89431417,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/13 10:26:02,營業時間為9：00~22：00（下午1點~3點休息）實名制快篩9:00販售
5931032759,友辰藥局,新北市永和區中正路３８０號１樓,121.5177,25.00123,(02)29267131,羅氏家用新冠病毒抗原自我檢測套組,40,2022/05/13 10:26:02,無
5931032811,華特健康藥局,新北市永和區永貞路３６２號１樓,121.5102,25.00667,(02)29264391,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/13 10:26:02,快篩販賣時間13:00-15:00
5931032955,博輝藥局,新北市永和區中興街６０號１樓,121.5171,25.01162,(02)89211766,羅氏家用新冠病毒抗原自我檢測套組,52,2022/05/13 10:26:02,星期日提供急診服務
5931033087,康宏安藥局,新北市永和區保福路２段７８號１樓,121.5106,25.01331,(02)29288118,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,無
5931033194,廣惠藥局,新北市永和區中正路６４９號２樓,121.5152,25.01007,(02)29290675,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,快篩販售時間 15:00 - 售完為止
5931033201,級立健保藥局,新北市永和區保平路１３９號１樓,121.5102,25.00608,(02)29299995,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩代售時間為下午15:00，週日不銷售
5931033345,御生藥局,新北市永和區中山路１段２７９號１樓,121.5071,25.00706,(02)29235658,羅氏家用新冠病毒抗原自我檢測套組,13,2022/05/13 10:26:02,販賣快篩試劑時間  週一~週五  早上九點
5931033461,常安中西藥局,新北市永和區保平路２６號１樓,121.5122,25.00749,(02)29283530,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,每日下午三點開始實名制快篩
5931033603,安安藥局,新北市永和區竹林路２０３號１樓,121.5209,25.00911,(02)89263651,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/13 10:26:02,實名制快篩每日上午10點現場排隊過卡.不發號碼牌；營業時間9:30-21:30
5931033621,永正健康人生藥局,新北市永和區中正路１９１、１９３號１樓、１９７號２樓,121.5171,24.99931,(02)29467351,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/13 10:26:02,實名制快篩9點開賣
5931033649,敦品民治藥局,新北市永和區民治街８１號１樓,121.5175,24.99805,(02)29494150,羅氏家用新冠病毒抗原自我檢測套組,86,2022/05/13 10:26:02,口罩下午2點-4點半現場購買
5931033676,九州藥局,新北市永和區自由街５號１樓,121.515,25.00699,(02)29226879,羅氏家用新冠病毒抗原自我檢測套組,65,2022/05/13 10:26:02,實名制快篩5月13日（週五）的到貨，現在開始發售
5931033792,明慧藥師藥局,新北市永和區仁愛路２９５號１樓,121.5053,25.00917,(02)29297118,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/13 10:26:02,早上11:30營業
5931033809,新禾藥局,新北市永和區中和路５３７號１樓,121.5114,25.00318,(02)29208877,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,無
5931033925,康和藥局,新北市永和區中和路５８９號１樓,121.5122,25.00407,(02)22310300,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,實名制快篩販售時間；13：00-16：00（現場排隊售完為止），星期日無販售
5931034020,順和藥局,新北市永和區中正路７５號１樓,121.5149,24.99687,(02)86680362,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,無
5931034039,叁品藥局,新北市永和區秀朗路２段１１８號１樓,121.5244,25.00152,(02)29208800,羅氏家用新冠病毒抗原自我檢測套組,144,2022/05/13 10:26:02,實名制快篩 下午一點發放號碼牌
5931034048,崇恩藥局,新北市永和區成功路２段１３５號１樓,121.5267,24.9981,(02)89214022,羅氏家用新冠病毒抗原自我檢測套組,31,2022/05/13 10:26:02,無
5931034057,佑全永和中山藥局,新北市永和區中山路１段２２７、２２９、２３１號１樓,121.508,25.00776,(02)22331546,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,實際配送時間不定，上午12:50現場開始發放號碼牌。
5931034128,富康活力永和藥局,新北市永和區中和路４２９號１樓,121.5094,25.00093,(02)29263191,羅氏家用新冠病毒抗原自我檢測套組,49,2022/05/13 10:26:02,無
5931034146,亮點藥局,新北市永和區竹林路７１號１樓,121.5186,25.01355,(02)89253895,羅氏家用新冠病毒抗原自我檢測套組,36,2022/05/13 10:26:02,快篩發放時段 下午16:30-18:00
5931034208,正銨藥局,新北市永和區得和路２４７－１號（１樓）,121.5206,25.00009,(02)29288100,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,星期1~6下午2:15發號碼牌.星期日休息
5931040019,大榮藥局,新北市中和區中山路２段１２７號,121.5026,25.00337,(02)22497965,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/13 10:26:02,實名制快篩早上9:30現場排隊販售
5931040215,華新藥局,新北市中和區華新街７３號,121.5082,24.98392,(02)29448345,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/13 10:26:02,無
5931040224,欣祥藥局,新北市中和區民德路７４－１號,121.4687,25.00163,(02)29646442,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/13 10:26:02,每日早上9點，販售快篩。若有異動以現場公告為主 .
5931040322,宏信藥局,新北市中和區永貞路２６２巷４號,121.5139,25.0039,(02)29294976,羅氏家用新冠病毒抗原自我檢測套組,90,2022/05/13 10:26:02,如有到貨每日早上7點30分準時開賣快篩試劑
5931040617,田邊藥局,新北市中和區泰和街４３號１樓,121.4991,24.99942,(02)22407725,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,W1~W6 下午1點發售快篩 （5／1 晚上7點開始發售快篩）
5931040680,博健藥局,新北市中和區忠孝街３７巷４號,121.5112,24.98368,(02)29402107,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,無
5931040840,千大藥局,新北市中和區立人街１３號１樓,121.5216,24.99394,(02)29441567,羅氏家用新冠病毒抗原自我檢測套組,60,2022/05/13 10:26:02,無
5931041061,裕壬藥局,新北市中和區新生街２０６、２０８號１樓,121.4836,24.99644,(02)32349358,羅氏家用新冠病毒抗原自我檢測套組,35,2022/05/13 10:26:02,快篩採滾動式調整領
5931042282,慈光藥局,新北市中和區南山路１１７號,121.5021,24.99737,(02)22407700,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/13 10:26:02,實名制快篩早上9:00販賣，週日休息。
5931042326,璟福藥局,新北市中和區安平路７６號１樓,121.511,24.99652,(02)29408669,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,無
5931042371,真成大藥局,新北市中和區光華街３８號,121.5048,25.00389,(02)22447008,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,實名快篩周一至周六下午1:30發放號碼牌 周日早上9:30點~12點前領完 週日無販售
5931042648,恩溢藥局,新北市中和區復興路７９號１樓.２樓,121.5035,24.9902,(02)22452450,羅氏家用新冠病毒抗原自我檢測套組,99,2022/05/13 10:26:02,快篩販售:周一~五15:10周六13:30
5931042853,正陽藥師藥局,新北市中和區連城路３５４號１樓,121.4822,24.99557,(02)82287336,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/13 10:26:02,周一至周六早上9:00開始販售實名制快篩試劑，售完為止
5931043047,藥安藥局,新北市中和區廣福路１６號１樓,121.5052,25.00277,(02)22447066,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,星期日公休
5931043109,育新藥局,新北市中和區中安街４０巷６號,121.5127,25.00305,(02)29283479,羅氏家用新冠病毒抗原自我檢測套組,40,2022/05/13 10:26:02,週一、二、三、五、六早上八點開始販售，售完為止（四、日無販賣）
5931043421,錦和藥局,新北市中和區錦和路１６４號１樓,121.4898,24.99585,(02)82282296,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/13 10:26:02,週一~週六，早上10點開始發售快篩試劑，週日公休。
5931043430,慶華藥師藥局,新北市中和區華新街９０號１樓,121.5085,24.9832,(02)29420666,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/13 10:26:02,無
5931043529,新雙和藥師藥局,新北市中和區中正路２８１－８號１樓,121.4943,24.99374,(02)22404276,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,週1-週5早上8:45發售快篩  （週六及週日早上9:30  ）
5931043565,一安藥妝藥局,新北市中和區中和路９號１.２樓,121.4998,25.00221,(02)22483778,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,下午3點開始發號碼牌販售快篩
5931043627,銓家藥局,新北市中和區員山路３１９號１-２樓,121.4812,25.0006,(02)22257728,羅氏家用新冠病毒抗原自我檢測套組,54,2022/05/13 10:26:02,實名制快篩 下午3點販售 前15分鐘發號碼牌
5931043663,群芳藥局,新北市中和區和興里中興街７３號１樓,121.5004,24.99323,(02)22433729,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/13 10:26:02,無
5931043690,捷勝藥師藥局,新北市中和區華順街１２２號〈１樓〉,121.4651,24.99646,(02)29646225,羅氏家用新冠病毒抗原自我檢測套組,50,2022/05/13 10:26:02,1-6賣快篩.貨到就賣.無法定時（週日無販售）
5931043770,宜安健康人生藥局,新北市中和區宜安路１６２號１樓,121.5091,24.99895,(02)29224648,羅氏家用新冠病毒抗原自我檢測套組,10,2022/05/13 10:26:02,下午六點起發實名制快篩
5931043798,永成藥局,新北市中和區景平路１５６號１樓,121.5176,24.99222,(02)29407619,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,實名制快篩，下午三點領取號碼並開始販售（每日78份）
5931043921,良安藥局,新北市中和區連城路４７７巷１號１樓,121.4833,24.99555,(02)22225798,羅氏家用新冠病毒抗原自我檢測套組,61,2022/05/13 10:26:02,週六日不開店，實名制快篩，晚上9:00開始販售
5931044017,幸福連鎖藥局,新北市中和區忠孝街１２２號１樓,121.5122,24.98581,(02)29410771,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,無
5931044044,宥元藥局,新北市中和區德光路６２號１樓,121.4696,25.00398,(02)89535473,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/13 10:26:02,週一至周六10:30-22:00發放快篩
5931044277,維康藥局雙和店,新北市中和區圓通路２５２號１樓,121.4938,24.9913,(02)22431962,羅氏家用新冠病毒抗原自我檢測套組,39,2022/05/13 10:26:02,星期天不發放防疫口罩!
5931044580,躍獅天晴藥局,新北市中和區和平街９號１樓,121.5095,24.99025,(02)29491931,羅氏家用新冠病毒抗原自我檢測套組,97,2022/05/13 10:26:02,無
5931044599,成合藥局,新北市中和區景平路４２９之２號１樓,121.5013,24.99545,(02)22483605,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,1月2日~1月8日防疫口罩暫停服務，1月9日正常提供防疫口罩購買服務.
5931044615,安泰大藥局,新北市中和區南山路３５號１樓,121.5022,24.99882,(02)82459423,羅氏家用新冠病毒抗原自我檢測套組,109,2022/05/13 10:26:02,週一至週五下午2:00開賣快篩試劑（無號碼牌）
5931044786,坤暉藥局,新北市中和區中山路３段９４號２樓,121.4774,25.00583,(02)82217939,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,口罩發售時間早上9:00到11:00
5931044820,禾心藥局,新北市中和區秀朗路３段６４號１樓,121.5242,24.99482,(02)86688922,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/13 10:26:02,實名制快篩週一至週六9:00販售，週日不販售實名制快篩
5931044982,萊恩藥局,新北市中和區景安路２０９號１樓,121.5046,24.99192,(02)29468395,羅氏家用新冠病毒抗原自我檢測套組,89,2022/05/13 10:26:02,每週星期一到星期六（星期天依店內公告），早上9點發號碼牌押健保卡，12點後領取快篩
5931044991,曜群藥局,新北市中和區景安路２５號１樓,121.5079,24.99893,(02)89432206,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/13 10:26:02,週一至周六早上8:30販售實名制快篩 周日下午15:30販售實名制快篩
5931045069,禾昌藥局,新北市中和區中安街１７８巷２號１樓,121.5109,24.99954,(02)29267330,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,實名制快篩14:00開始販售／醫護警消優先
5931045121,富康活力景新藥局,新北市中和區景新街３２８號１樓,121.5118,24.99104,(02)29485117,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,無
5931045309,杏一中和雙和藥局,新北市中和區圓通路２９５之３號１樓,121.4946,24.99191,(02)22436116,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,5／1 下午2:30發號碼牌 3:00開始販賣 售完為止
5931045327,景新藥局,新北市中和區景新街４２９號１樓,121.513,24.98908,(02)86686091,羅氏家用新冠病毒抗原自我檢測套組,42,2022/05/13 10:26:02,無
5931045345,芳碩藥局,新北市中和區連城路４７巷２號１樓,121.4982,25.00162,(02)82458816,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,販售時間星期一~星期六下午14:00-21:00 （星期日休息）
5931045425,千樂台安藥局,新北市中和區安樂路１０１之２號１、２樓及１０１之３號１、２樓,121.5134,24.99526,(02)29406029,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/13 10:26:02,無
5931045443,台昕藥局,新北市中和區復興路２５５號（１樓）,121.5032,24.9902,(02)22406080,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/13 10:26:02,無
5931045452,安華藥局,新北市中和區圓通路２９３之２號２樓,121.4949,24.99236,(02)22426010,羅氏家用新冠病毒抗原自我檢測套組,93,2022/05/13 10:26:02,無
5931045470,富康活力永禎藥局,新北市中和區永貞路２５４號１樓,121.5141,25.00377,(02)29215999,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,無
5931050131,再生藥局,新北市新店區北新路３段６５巷９號,121.5412,24.981,(02)29113781,羅氏家用新冠病毒抗原自我檢測套組,31,2022/05/13 10:26:02,5／7之後上午9點半販售實名制快篩試劑 請自備500元
5931050444,活元藥局,新北市新店區民族路４９號１樓,121.5403,24.97854,(02)29125526,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,快篩代售時間平日早上10:00開始   星期日休息
5931051852,康裕藥局,新北市新店區民權路８號,121.5426,24.98306,(02)29135479,羅氏家用新冠病毒抗原自我檢測套組,32,2022/05/13 10:26:02,無
5931052251,昇育健康藥局,新北市新店區中正路７６巷１８號１樓,121.5443,24.97085,(02)86679631,羅氏家用新冠病毒抗原自我檢測套組,48,2022/05/13 10:26:02,5 ／13 販售中
5931052288,躍獅正新藥局,新北市新店區中正路５７之１號１樓,121.5443,24.96989,(02)89145930,羅氏家用新冠病毒抗原自我檢測套組,107,2022/05/13 10:26:02,星期一至六9:00為領取快篩號碼牌，20:00以前帶號碼牌來取快篩
5931052653,正升藥局,新北市新店區順安街６１號１樓,121.5407,24.98637,(02)29139493,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,無
5931052699,維顥藥局,新北市新店區中興路１段２７９號１樓,121.5451,24.9683,(02)29171986,羅氏家用新冠病毒抗原自我檢測套組,11,2022/05/13 10:26:02,無
5931052751,新康藥局,新北市新店區北新路１段１９５號１樓、２樓,121.5402,24.9648,(02)29178179,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,無
5931052840,微笑生活藥局,新北市新店區建國路８５號１樓,121.5404,24.97657,(02)89113397,羅氏家用新冠病毒抗原自我檢測套組,26,2022/05/13 10:26:02,快篩於下午2點始賣，周日公休
5931052984,北一藥師藥局,新北市新店區北新路２段１６０號１樓、２樓,121.5431,24.97563,(02)89115686,羅氏家用新冠病毒抗原自我檢測套組,99,2022/05/13 10:26:02,14:30發完號碼牌即發口罩，勿持號碼牌離開，叫號未到視同放棄
5931053070,美康中正藥局,新北市新店區中正路２１５號１、２樓,121.5397,24.97284,(02)29112669,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,無號牌.自主排隊.自主管理.快篩 1430-2200 唷~
5931053089,昇活藥局,新北市新店區安民街２６９巷２號１樓,121.5173,24.9731,(02)22114166,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/13 10:26:02,快篩09:00現場排隊 自備鈔票面額500元or1000元 周日休息
